MinEStateIndex,MinAbsEStateIndex,qed,FpDensityMorgan3,BCUT2D_MWLOW,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,BalabanJ,BertzCT,HallKierAlpha,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA6,PEOE_VSA8,SMR_VSA4,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA11,SlogP_VSA4,EState_VSA1,EState_VSA10,EState_VSA3,EState_VSA6,EState_VSA8,VSA_EState3,VSA_EState7,VSA_EState9,FractionCSP3,NumAromaticCarbocycles,NumHAcceptors,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,fr_Al_OH,fr_NH1,fr_N_O,fr_Ndealkylation2,fr_SH,fr_benzene,fr_bicyclic,fr_furan,fr_halogen,fr_hdrzine,fr_imide,fr_methoxy,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfonamd,fr_sulfone,fr_thiophene,y
-0.9299258314436889,0.00017153775090261725,0.7154041209780957,2.4827586206896552,10.092103415841043,2.504926696272237,-2.4364801994813585,-0.12070444271236931,1.4821190966473674,1098.6205165473204,-3.2499999999999996,0.0,4.870957236204125,0.0,0.0,60.292821497084,11.126902983393991,5.101407525739723,11.4157136421167,12.009707272128011,15.062564081760911,5.749511833283905,0.0,4.870957236204125,4.794537184071822,6.544756405912575,7.109797541277533,10.527198922850108,5.318025058788948,0.0,1.6417083861681971,0.13043478260869565,3.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-4.39787773840086,0.005121279829349845,0.6568447101619984,2.3703703703703702,9.922879350196643,2.406042997952841,-2.5708955015296975,-0.13729826130450257,1.5761331930683327,759.3556201266226,-2.5799999999999996,0.0,5.907179729351506,12.207413029781547,4.794537184071822,19.056471336613843,5.917906046161393,11.835812092322787,37.90142583829547,6.544756405912575,15.950365812018994,0.0,11.835812092322787,35.13487554937478,27.554856695239923,5.563451491696996,6.923737199690624,15.950365812018994,7.528561029525239,-2.5424105956868672,0.0,0.5,1.0,3.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-4.7497269888803855,0.252887820095959,0.7150986517738878,2.413793103448276,9.818650368220485,2.2926119773488827,-2.3161645509355986,-0.2741970893719565,1.528090275756162,859.0843579502673,-2.619999999999999,0.0,0.0,12.331664146982233,0.0,0.0,12.10820789760957,11.835812092322787,32.04564535073442,6.544756405912575,10.05365155780638,5.749511833283905,11.835812092322787,12.331664146982233,22.760319511168102,35.52092633201135,6.06636706846161,14.427191539222829,11.871711813082058,-1.987510555964322,0.0,0.42105263157894735,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-3.9520269073342216,0.10062998829773728,0.4416685225137048,2.5,9.93377794019228,2.358864004038629,-2.4612422935311464,-0.13325487993786345,1.6370494409301726,1210.8967991568074,-3.1999999999999997,0.0,10.023291153407584,0.0,13.89789358245014,54.09438803938988,6.544756405912575,0.0,30.88876509179529,6.544756405912575,10.216959551921251,5.749511833283905,6.923737199690624,21.97231171190705,18.41958719317805,24.340666912419827,29.745564871967645,0.0,9.322230571741684,0.41485142668178376,-3.9520269073342216,0.20833333333333334,3.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-3.9925804280045347,0.00030727723187995437,0.3615759451999198,2.52,9.934507113320064,2.3545892137654287,-2.4610127792428798,-0.1332548848881878,2.097181141864253,911.8674728967387,-2.62,0.0,10.023291153407584,0.0,13.89789358245014,6.06636706846161,12.232142680596137,0.0,17.358145927591746,12.27842388307476,11.213764075283386,5.749511833283905,0.0,21.97231171190705,18.318861563241466,23.235110881003564,0.0,0.0,18.677149107510743,0.32653210821365564,-3.9925804280045347,0.1875,2.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-3.2734722222222223,0.12962962962962976,0.5560930398607749,2.473684210526316,10.003447603583394,2.2883936457806966,-2.366823356946586,-0.12874637829404026,2.7716580122836594,374.10445547613625,-0.6200000000000001,9.837253136417502,5.907179729351506,0.0,13.89789358245014,39.02784531432067,6.4208216229260096,0.0,75.21100786598907,0.0,5.480096598121202,0.0,0.0,20.99437089575118,13.212334168400758,19.26246486877803,5.480096598121202,0.0,7.643846293146887,6.4982161753590315,-3.2734722222222223,0.9230769230769231,0.0,4.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-4.075769706906243,0.10421482683751648,0.4749955267482079,2.4838709677419355,10.0689819795479,2.3199794387729087,-2.436822615559442,-0.13956542141059794,1.929702570370475,1231.2334618065129,-3.1099999999999994,0.0,10.023291153407584,12.062545358890265,13.212334168400758,20.771211599071872,22.526201772074764,5.917906046161393,38.12935752666362,11.923670568519249,10.038883468458419,0.0,5.917906046161393,34.0455833876072,23.113398747313287,40.653578574336564,38.112942673227685,10.038883468458419,13.247177348706737,0.14826748749465057,-4.075769706906243,0.3333333333333333,2.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-4.106381951804202,0.1397177854173981,0.476032643739644,2.5161290322580645,10.068981998801624,2.3199183211334287,-2.4368226185206048,-0.13956559035821198,1.9297025703704749,1237.0335657871194,-3.18,0.0,10.023291153407584,12.062545358890265,17.60274921607558,13.847474399381248,22.526201772074764,5.917906046161393,24.784798704046985,18.598261540794155,10.038883468458419,0.0,5.917906046161393,40.72017435988211,27.50381379498811,22.0428548452554,32.046575604766076,14.775746422258468,12.927918089447475,-0.8033410445698157,-4.106381951804202,0.3,2.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-4.070263041715513,0.10753207906211126,0.5573223391538906,2.2758620689655173,10.068982463135487,2.3180599773540336,-2.436822305976363,-0.13956476425818423,1.9954375466673246,1197.9598615699203,-3.1099999999999994,0.0,10.023291153407584,12.062545358890265,13.212334168400758,13.847474399381248,28.592568840536373,5.917906046161393,24.784798704046985,12.426586145283864,10.038883468458419,0.0,5.917906046161393,34.0455833876072,23.113398747313283,22.23965077243284,38.112942673227685,14.775746422258468,13.183469007095761,-0.626803398647249,-2.82100131768982,0.2631578947368421,2.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-4.745901114394789,0.23596295771394993,0.7150986517738879,2.413793103448276,9.818578479949045,2.299356971499121,-2.3208614036745328,-0.2741972326415535,1.528090275756162,859.0843579502673,-2.62,0.0,0.0,12.331664146982233,0.0,0.0,6.544756405912575,11.835812092322787,32.04564535073442,6.544756405912575,10.05365155780638,5.749511833283905,11.835812092322787,12.331664146982233,22.760319511168102,29.826998337162888,6.06636706846161,14.427191539222829,11.843921791655674,-2.0024971447356332,0.0,0.42105263157894735,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
